OMIM	OMIM_NAME	DO	DO_NAME	CLASS	CLASS_NAME
OMIM:614023	PHOSPHOSERINE PHOSPHATASE DEFICIENCY; PSPHD	DOID:0050724	PSPH Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614025	HEPATIC LIPASE DEFICIENCY	NA	NA	NA	NA
OMIM:614028	APOLIPOPROTEIN C-III DEFICIENCY	DOID:1168	Familial Hyperlipidemia	DOID:655	Inherited Metabolic Disorder
OMIM:614034	HEME OXYGENASE 1 DEFICIENCY; HMOX1D	DOID:583	Hemolytic Anemia	DOID:2914	Immune System Disease
OMIM:614035	DEAFNESS, AUTOSOMAL RECESSIVE 29; DFNB29	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:614038	LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA	NA	NA	NA	NA
OMIM:614039	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1; CDCBM1	NA	NA	NA	NA
OMIM:614042	MOYAMOYA DISEASE 5; MYMY5	DOID:13099	Moyamoya Disease	DOID:1287	Cardiovascular System Disease
OMIM:614049	ATRIAL FIBRILLATION, FAMILIAL, 11; ATFB11	DOID:0050650	Familial Atrial Fibrillation	DOID:1287	Cardiovascular System Disease
OMIM:614050	ATRIAL FIBRILLATION, FAMILIAL, 12; ATFB12	DOID:0050650	Familial Atrial Fibrillation	DOID:1287	Cardiovascular System Disease
OMIM:614052	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2; MC5DN2	DOID:0060331	Mitochondrial Complex v (ATP Synthase) Deficiency Nuclear Type 2	DOID:655	Inherited Metabolic Disorder
OMIM:614053	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 3; MC5DN3	DOID:0060332	Mitochondrial Complex v (ATP Synthase) Deficiency Nuclear Type 3	DOID:655	Inherited Metabolic Disorder
OMIM:614063	N-ACETYLASPARTATE DEFICIENCY; NACED	NA	NA	NA	NA
OMIM:614065	MYOPATHY, DISTAL, 4; MPD4	DOID:11720	Distal Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:614066	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:614067	SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE; SPG52	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:614069	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2; ICF2	NA	NA	NA	NA
OMIM:614070	PSORIASIS 13, SUSCEPTIBILITY TO; PSORS13	DOID:8893	Psoriasis	DOID:16	Integumentary System Disease
OMIM:614072	HERMANSKY-PUDLAK SYNDROME 3; HPS3	DOID:3753	Hermansky-Pudlak Syndrome	DOID:0050177	Monogenic Disease
OMIM:614073	HERMANSKY-PUDLAK SYNDROME 4; HPS4	DOID:3753	Hermansky-Pudlak Syndrome	DOID:0050177	Monogenic Disease
OMIM:614074	HERMANSKY-PUDLAK SYNDROME 5; HPS5	DOID:3753	Hermansky-Pudlak Syndrome	DOID:0050177	Monogenic Disease
OMIM:614075	HERMANSKY-PUDLAK SYNDROME 6; HPS6	DOID:3753	Hermansky-Pudlak Syndrome	DOID:0050177	Monogenic Disease
OMIM:614076	HERMANSKY-PUDLAK SYNDROME 7; HPS7	DOID:3753	Hermansky-Pudlak Syndrome	DOID:0050177	Monogenic Disease
OMIM:614077	HERMANSKY-PUDLAK SYNDROME 8; HPS8	DOID:3753	Hermansky-Pudlak Syndrome	DOID:0050177	Monogenic Disease
OMIM:614078	CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE	NA	NA	NA	NA
OMIM:614080	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1; MCAHS1	NA	NA	NA	NA
OMIM:614082	FANCONI ANEMIA, COMPLEMENTATION GROUP G; FANCG	DOID:13636	Fanconi's Anemia	DOID:2914	Immune System Disease
OMIM:614083	FANCONI ANEMIA, COMPLEMENTATION GROUP L; FANCL	DOID:13636	Fanconi's Anemia	DOID:2914	Immune System Disease
OMIM:614089	ATRIAL SEPTAL DEFECT 3; ASD3	DOID:1882	Atrial Heart Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:614090	SICK SINUS SYNDROME 3, SUSCEPTIBILITY TO; SSS3	DOID:13884	Sick Sinus Syndrome	DOID:1287	Cardiovascular System Disease
OMIM:614091	SHORT-RIB THORACIC DYSPLASIA 7 WITH OR WITHOUT POLYDACTYLY; SRTD7	NA	NA	NA	NA
OMIM:614096	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8; COXPD8	DOID:0060286	Combined Oxidative Phosphorylation Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614097	ACATALASEMIA	DOID:2582	Acatalasia	DOID:655	Inherited Metabolic Disorder
OMIM:614098	KEPPEN-LUBINSKY SYNDROME; KPLBS	NA	NA	NA	NA
OMIM:614099	CRANIOECTODERMAL DYSPLASIA 3; CED3	DOID:0080033	Craniometaphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:614102	IMMUNOGLOBULIN KAPPA LIGHT CHAIN DEFICIENCY; IGKCD	DOID:612	Primary Immunodeficiency Disease	DOID:2914	Immune System Disease
OMIM:614104	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614105	METHYLMALONATE SEMIALDEHYDE DEHYDROGENASE DEFICIENCY; MMSDHD	DOID:9252	Amino Acid Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:614111	PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY; PDHBD	DOID:3649	Pyruvate Decarboxylase Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614114	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2	NA	NA	NA	NA
OMIM:614115	CORTICAL MALFORMATIONS, OCCIPITAL; OCCM	NA	NA	NA	NA
OMIM:614116	NEUROPATHY, HEREDITARY SENSORY, TYPE IE; HSN1E	DOID:0050548	Hereditary Sensory Neuropathy	DOID:863	Nervous System Disease
OMIM:614120	HYDROLETHALUS SYNDROME 2; HLS2	DOID:0050779	Hydrolethalus Syndrome	DOID:0050177	Monogenic Disease
OMIM:614128	LACTATE DEHYDROGENASE B DEFICIENCY; LDHBD	DOID:655	Inherited Metabolic Disorder	NA	NA
OMIM:614129	PERRAULT SYNDROME 3; PRLTS3	DOID:0050857	Perrault Syndrome	DOID:0050177	Monogenic Disease
OMIM:614131	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6; FSGS6	DOID:1312	Focal Segmental Glomerulosclerosis	DOID:18	Urinary System Disease
OMIM:614134	STICKLER SYNDROME, TYPE IV; STL4	NA	NA	NA	NA
OMIM:614135	EPIPHYSEAL DYSPLASIA, MULTIPLE, 6; EDM6	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:614152	DEAFNESS, AUTOSOMAL DOMINANT 64; DFNA64	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:614153	SPINOCEREBELLAR ATAXIA 36; SCA36	NA	NA	NA	NA
OMIM:614156	HYPERBILIVERDINEMIA; HBLVD	NA	NA	NA	NA
OMIM:614157	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 10; NDNC10	NA	NA	NA	NA
OMIM:614160	MUSCLE HYPERTROPHY; MSLHP	NA	NA	NA	NA
OMIM:614162	IMMUNODEFICIENCY 31C; IMD31C	NA	NA	NA	NA
OMIM:614165	PARAGANGLIOMAS 5; PGL5	DOID:0050773	Paraganglioma	DOID:162	Cancer
OMIM:614167	MYOPIA 21, AUTOSOMAL DOMINANT; MYP21	DOID:11830	Myopia	DOID:863	Nervous System Disease
OMIM:614170	BRITTLE CORNEA SYNDROME 2; BCS2	NA	NA	NA	NA
OMIM:614171	HERMANSKY-PUDLAK SYNDROME 9; HPS9	DOID:3753	Hermansky-Pudlak Syndrome	DOID:0050177	Monogenic Disease
OMIM:614172	IMMUNODEFICIENCY 21; IMD21	NA	NA	NA	NA
OMIM:614173	JOUBERT SYNDROME 13; JBTS13	DOID:0050777	Joubert Syndrome	DOID:0060340	Ciliopathy
OMIM:614175	MECKEL SYNDROME, TYPE 10; MKS10	DOID:0050778	Meckel Syndrome	DOID:0060340	Ciliopathy
OMIM:614180	RETINITIS PIGMENTOSA 61; RP61	DOID:10584	Retinitis Pigmentosa	DOID:863	Nervous System Disease
OMIM:614181	RETINITIS PIGMENTOSA 62; RP62	DOID:10584	Retinitis Pigmentosa	DOID:863	Nervous System Disease
OMIM:614185	GELEOPHYSIC DYSPLASIA 2; GPHYSD2	NA	NA	NA	NA
OMIM:614186	LEBER CONGENITAL AMAUROSIS 16; LCA16	DOID:14791	Leber Congenital Amaurosis	DOID:863	Nervous System Disease
OMIM:614188	CRANIOSYNOSTOSIS AND DENTAL ANOMALIES; CRSDA	NA	NA	NA	NA
OMIM:614190	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 3; PPNAD3	DOID:0060280	Primary Pigmented Nodular Adrenocortical Disease	DOID:28	Endocrine System Disease
OMIM:614192	MACROCEPHALY, MACROSOMIA, AND FACIAL DYSMORPHISM SYNDROME; MMFD	NA	NA	NA	NA
OMIM:614195	CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME; CAASDS	NA	NA	NA	NA
OMIM:614196	NEPHROTIC SYNDROME, TYPE 6; NPHS6	DOID:1184	Nephrotic Syndrome	DOID:18	Urinary System Disease
OMIM:614198	MYASTHENIC SYNDROME, CONGENITAL, 16; CMS16	DOID:3635	Congenital Myasthenic Syndrome	DOID:863	Nervous System Disease
OMIM:614199	NEPHROTIC SYNDROME, TYPE 5, WITH OR WITHOUT OCULAR ABNORMALITIES; NPHS5	DOID:1184	Nephrotic Syndrome	DOID:18	Urinary System Disease
OMIM:614201	BLEEDING DISORDER, PLATELET-TYPE, 11; BDPLT11	NA	NA	NA	NA
OMIM:614202	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15; MRT15	DOID:0050889	Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614203	PARKINSON DISEASE 17; PARK17	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:614204	PSORIASIS 14, PUSTULAR; PSORS14	NA	NA	NA	NA
OMIM:614205	THREE M SYNDROME 3; 3M3	DOID:0060241	3-M Syndrome	DOID:0050177	Monogenic Disease
OMIM:614207	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 3; HPMRS3	NA	NA	NA	NA
OMIM:614209	MECKEL SYNDROME, TYPE 9; MKS9	DOID:0050778	Meckel Syndrome	DOID:0060340	Ciliopathy
OMIM:614212	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4; IIAE4	NA	NA	NA	NA
OMIM:614213	NEUROPATHY, HEREDITARY SENSORY, TYPE IIC; HSN2C	DOID:0050548	Hereditary Sensory Neuropathy	DOID:863	Nervous System Disease
OMIM:614219	ADAMS-OLIVER SYNDROME 2; AOS2	DOID:0060227	Adams-Oliver Syndrome	NA	NA
OMIM:614222	WARBURG MICRO SYNDROME 3; WARBM3	DOID:0060237	Warburg Micro Syndrome	DOID:0050177	Monogenic Disease
OMIM:614224	RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS; RAMSVPS	NA	NA	NA	NA
OMIM:614225	WARBURG MICRO SYNDROME 2; WARBM2	DOID:0060237	Warburg Micro Syndrome	DOID:0050177	Monogenic Disease
OMIM:614226	HOLOPROSENCEPHALY 11; HPE11	DOID:4621	Holoprosencephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:614228	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O; CMT2O	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:614229	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11; SCAR11	NA	NA	NA	NA
OMIM:614231	MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME; MEDS	NA	NA	NA	NA
OMIM:614249	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18; MRT18	DOID:0060308	Autosomal Recessive Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614250	NARCOLEPSY 7; NRCLP7	DOID:8986	Narcolepsy	DOID:535	Sleep Disorder
OMIM:614251	PARKINSON DISEASE 18, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK18	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:614254	MENTAL RETARDATION, AUTOSOMAL DOMINANT 8; MRD8	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614255	MENTAL RETARDATION, AUTOSOMAL DOMINANT 9; MRD9	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614256	MENTAL RETARDATION, AUTOSOMAL DOMINANT 10; MRD10	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614257	MENTAL RETARDATION, AUTOSOMAL DOMINANT 11; MRD11	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614261	MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME; MICCAP	NA	NA	NA	NA
OMIM:614262	ARTHROGRYPOSIS, PERTHES DISEASE, AND UPWARD GAZE PALSY; APUG	NA	NA	NA	NA
OMIM:614265	COMBINED MALONIC AND METHYLMALONIC ACIDURIA; CMAMMA	DOID:655	Inherited Metabolic Disorder	NA	NA
OMIM:614266	BARRETT ESOPHAGUS	DOID:9206	Barrett's Esophagus	DOID:77	Gastrointestinal System Disease
OMIM:614278	PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE DEFICIENCY; PAFAD	DOID:2841	Asthma	DOID:1579	Respiratory System Disease
OMIM:614279	46,XY SEX REVERSAL 8; SRXY8	DOID:14448	46 XY Gonadal Dysgenesis	DOID:28	Endocrine System Disease
OMIM:614284	STICKLER SYNDROME, TYPE V; STL5	NA	NA	NA	NA
OMIM:614286	MYELODYSPLASTIC SYNDROME; MDS	DOID:0060308	Autosomal Recessive Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614291	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4; BROVCA4	DOID:5683	Hereditary Breast Ovarian Cancer	DOID:0050177	Monogenic Disease
OMIM:614292	MYOPIA, HIGH, WITH CATARACT AND VITREORETINAL DEGENERATION; MCVD	NA	NA	NA	NA
OMIM:614293	HYDATIDIFORM MOLE, RECURRENT, 2; HYDM2	DOID:3393	Coronary Artery Disease	DOID:1287	Cardiovascular System Disease
OMIM:614296	WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT; WFSL	DOID:10632	Wolfram Syndrome	DOID:0050177	Monogenic Disease
OMIM:614298	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4; NBIA4	NA	NA	NA	NA
OMIM:614299	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA; MMDS2	NA	NA	NA	NA
OMIM:614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY	DOID:0050544	Hypermethioninemia	DOID:655	Inherited Metabolic Disorder
OMIM:614302	EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT; EDMD7	DOID:11726	Emery-Dreifuss Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:614303	EDICT SYNDROME; EDICT	NA	NA	NA	NA
OMIM:614305	SCLEROSTEOSIS 2; SOST2	DOID:0060251	Sclerosteosis	DOID:17	Musculoskeletal System Disease
OMIM:614306	COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA; CIAT	NA	NA	NA	NA
OMIM:614307	ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY; AMACRD	DOID:3146	Lipid Metabolism Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:614320	PANCREATIC CANCER, SUSCEPTIBILITY TO, 4; PNCA4	DOID:1793	Pancreatic Cancer	DOID:162	Cancer
OMIM:614321	MYOPATHY, DISTAL, TATEYAMA TYPE; MPDT	DOID:11720	Distal Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:614322	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12; SCAR12	NA	NA	NA	NA
OMIM:614324	OVARIAN DYSGENESIS 3; ODG3	DOID:14450	46 XX Gonadal Dysgenesis	DOID:28	Endocrine System Disease
OMIM:614325	PITT-HOPKINS-LIKE SYNDROME 2; PTHSL2	NA	NA	NA	NA
OMIM:614326	FEINGOLD SYNDROME 2; FGLDS2	NA	NA	NA	NA
OMIM:614327	TUMOR PREDISPOSITION SYNDROME; TPDS	NA	NA	NA	NA
OMIM:614328	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1; NISBD1	NA	NA	NA	NA
OMIM:614331	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6; HNPCC6	DOID:3883	Lynch Syndrome	DOID:0050177	Monogenic Disease
OMIM:614335	ARTHROGRYPOSIS, DISTAL, TYPE 1B; DA1B	DOID:0050646	Distal Arthrogryposis	DOID:17	Musculoskeletal System Disease
OMIM:614337	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4; HNPCC4	DOID:3883	Lynch Syndrome	DOID:0050177	Monogenic Disease
OMIM:614340	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27; MRT27	DOID:0060308	Autosomal Recessive Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614350	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5; HNPCC5	DOID:3883	Lynch Syndrome	DOID:0050177	Monogenic Disease
OMIM:614369	PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS; PNMHH	NA	NA	NA	NA
OMIM:614370	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 5; SMDP5	DOID:12120	Pulmonary Alveolar Proteinosis	DOID:1579	Respiratory System Disease
OMIM:614371	DENGUE VIRUS, SUSCEPTIBILITY TO	DOID:0050125	Dengue Shock Syndrome	DOID:934	Viral Infectious Disease
OMIM:614372	MANNOSE-BINDING LECTIN DEFICIENCY	DOID:655	Inherited Metabolic Disorder	NA	NA
OMIM:614373	AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE; ALS16	DOID:0060207	Amyotrophic Lateral Sclerosis Type 16	DOID:863	Nervous System Disease
OMIM:614376	SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY; SRTD5	DOID:0050592	Asphyxiating Thoracic Dystrophy	DOID:0050177	Monogenic Disease
OMIM:614377	NEPHRONOPHTHISIS 13; NPHP13	DOID:12712	Nephronophthisis	DOID:0050177	Monogenic Disease
OMIM:614378	CRANIOECTODERMAL DYSPLASIA 4; CED4	DOID:0080033	Craniometaphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:614379	COMPLEMENT COMPONENT 4B DEFICIENCY; C4BD	DOID:0060298	Complement Component 4b Deficiency	DOID:2914	Immune System Disease
OMIM:614380	COMPLEMENT COMPONENT 4A DEFICIENCY; C4AD	DOID:0060297	Complement Component 4a Deficiency	DOID:2914	Immune System Disease
OMIM:614381	LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD8	NA	NA	NA	NA
OMIM:614385	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7; HNPCC7	DOID:3883	Lynch Syndrome	DOID:0050177	Monogenic Disease
OMIM:614388	ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1; EMPF1	NA	NA	NA	NA
OMIM:614389	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 1; RPRGL1	NA	NA	NA	NA
OMIM:614390	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 2; RPRGL2	NA	NA	NA	NA
OMIM:614391	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 3; RPRGL3	NA	NA	NA	NA
OMIM:614399	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET; EMARDD	NA	NA	NA	NA
OMIM:614402	MICROPHTHALMIA, SYNDROMIC 11; MCOPS11	NA	NA	NA	NA
OMIM:614408	MYOPATHY, CENTRONUCLEAR, 3; CNM3	DOID:14717	Centronuclear Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:614409	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE; SPG46	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:614411	GLYCEROL QUANTITATIVE TRAIT LOCUS; GLYCQTL	NA	NA	NA	NA
OMIM:614415	CHILBLAIN LUPUS 2; CHBL2	NA	NA	NA	NA
OMIM:614416	RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES; RHFCA	NA	NA	NA	NA
OMIM:614417	EPILEPSY, FAMILIAL TEMPORAL LOBE, 5; ETL5	NA	NA	NA	NA
OMIM:614418	FEBRILE SEIZURES, FAMILIAL, 11; FEB11	NA	NA	NA	NA
OMIM:614420	SYSTEMIC LUPUS ERYTHEMATOSUS 16; SLEB16	DOID:9074	Systemic Lupus Erythematosus	DOID:2914	Immune System Disease
OMIM:614424	JOUBERT SYNDROME 14; JBTS14	DOID:0050777	Joubert Syndrome	DOID:0060340	Ciliopathy
OMIM:614429	VENTRICULAR SEPTAL DEFECT 1; VSD1	DOID:1657	Ventricular Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:614430	ATRIOVENTRICULAR SEPTAL DEFECT 4; AVSD4	DOID:0050651	Atrioventricular Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:614431	VENTRICULAR SEPTAL DEFECT 2; VSD2	DOID:1657	Ventricular Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:614432	VENTRICULAR SEPTAL DEFECT 3; VSD3	DOID:1657	Ventricular Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:614433	ATRIAL SEPTAL DEFECT 8; ASD8	DOID:1882	Atrial Heart Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:614434	CUTIS LAXA, AUTOSOMAL DOMINANT 2; ADCL2	DOID:3144	Cutis Laxa	DOID:16	Integumentary System Disease
OMIM:614435	HYPOPLASTIC LEFT HEART SYNDROME 2; HLHS2	DOID:9955	Hypoplastic Left Heart Syndrome	DOID:1287	Cardiovascular System Disease
OMIM:614436	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P; CMT2P	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:614437	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB; ARCL1B	DOID:3144	Cutis Laxa	DOID:16	Integumentary System Disease
OMIM:614438	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB; ARCL3B	DOID:3144	Cutis Laxa	DOID:16	Integumentary System Disease
OMIM:614441	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2; PHOAR2	NA	NA	NA	NA
OMIM:614450	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6; CHNG6	DOID:0050328	Congenital Hypothyroidism	DOID:28	Endocrine System Disease
OMIM:614455	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E; CMTDIE	DOID:0050543	Charcot-Marie-Tooth Disease Intermediate Type	DOID:863	Nervous System Disease
OMIM:614456	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 8; CMM8	DOID:8923	Skin Melanoma	DOID:162	Cancer
OMIM:614457	ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION; ISQMR	NA	NA	NA	NA
OMIM:614458	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE); THMD5	NA	NA	NA	NA
OMIM:614462	HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES; HGCLAS	NA	NA	NA	NA
OMIM:614464	JOUBERT SYNDROME 15; JBTS15	DOID:0050777	Joubert Syndrome	DOID:0060340	Ciliopathy
OMIM:614465	JOUBERT SYNDROME 16; JBTS16	DOID:0050777	Joubert Syndrome	DOID:0060340	Ciliopathy
OMIM:614466	CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 6; CHDS6	DOID:3393	Coronary Artery Disease	DOID:1287	Cardiovascular System Disease
OMIM:614468	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3; FCAS3	NA	NA	NA	NA
OMIM:614470	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER; RALD	DOID:6688	Autoimmune Lymphoproliferative Syndrome	DOID:2914	Immune System Disease
OMIM:614473	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2	DOID:0050632	Oculocutaneous Albinism	DOID:0050177	Monogenic Disease
OMIM:614474	ATRIOVENTRICULAR SEPTAL DEFECT 5; AVSD5	DOID:0050651	Atrioventricular Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:614475	ATRIAL SEPTAL DEFECT 9; ASD9	DOID:1882	Atrial Heart Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:614480	HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE; HTGTI	NA	NA	NA	NA
OMIM:614482	CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION; CCHLND	NA	NA	NA	NA
OMIM:614483	PORENCEPHALY 2; POREN2	DOID:0060263	Porencephaly	DOID:863	Nervous System Disease
OMIM:614485	TRIGONOCEPHALY 2; TRIGNO2	NA	NA	NA	NA
OMIM:614486	THROMBOPHILIA DUE TO THROMBOMODULIN DEFECT; THPH12	DOID:2452	Thrombophilia	DOID:2914	Immune System Disease
OMIM:614487	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE; SPAX5	NA	NA	NA	NA
OMIM:614491	PSEUDOHYPOALDOSTERONISM, TYPE IIB; PHA2B	DOID:4479	Pseudohypoaldosteronism	DOID:18	Urinary System Disease
OMIM:614492	PSEUDOHYPOALDOSTERONISM, TYPE IIC; PHA2C	DOID:4479	Pseudohypoaldosteronism	DOID:18	Urinary System Disease
OMIM:614493	WISKOTT-ALDRICH SYNDROME 2; WAS2	NA	NA	NA	NA
OMIM:614495	PSEUDOHYPOALDOSTERONISM, TYPE IID; PHA2D	NA	NA	NA	NA
OMIM:614496	PSEUDOHYPOALDOSTERONISM, TYPE IIE; PHA2E	NA	NA	NA	NA
OMIM:614497	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7; MCOPCB7	NA	NA	NA	NA
